Days,Date,0_Cases,1_DailyCases,2_DailyCases- 3-daymovingaverage,3_DailyCases- 7-daymovingaverage,4_CurrentlyInfected
263,"Nov 04, 2020",28,0,0,0,0
264,"Nov 05, 2020",29,1,0,0,1
265,"Nov 06, 2020",29,0,1,0,1
266,"Nov 07, 2020",29,0,0,0,1
267,"Nov 08, 2020",29,0,0,1,1
268,"Nov 09, 2020",29,0,0,0,1
269,"Nov 10, 2020",29,0,0,0,1
270,"Nov 11, 2020",29,0,0,0,1
271,"Nov 12, 2020",30,1,0,0,2
272,"Nov 13, 2020",30,0,1,0,2
273,"Nov 14, 2020",30,0,0,0,2
274,"Nov 15, 2020",30,0,0,1,2
275,"Nov 16, 2020",30,0,0,0,2
276,"Nov 17, 2020",30,0,0,0,1
277,"Nov 18, 2020",30,0,0,0,1
278,"Nov 19, 2020",30,0,0,0,0
279,"Nov 20, 2020",30,0,0,0,0
280,"Nov 21, 2020",32,2,1,0,0
281,"Nov 22, 2020",32,0,0,1,0
282,"Nov 23, 2020",32,0,1,0,0
283,"Nov 24, 2020",32,0,0,0,0
284,"Nov 25, 2020",32,0,0,0,0
285,"Nov 26, 2020",32,0,0,1,0
286,"Nov 27, 2020",32,0,0,0,0
287,"Nov 28, 2020",32,0,0,0,0
288,"Nov 29, 2020",32,0,0,0,0
289,"Nov 30, 2020",33,1,0,0,1
290,"Dec 01, 2020",33,0,1,0,1
291,"Dec 02, 2020",33,0,0,0,1
292,"Dec 03, 2020",34,1,0,1,2
293,"Dec 04, 2020",35,1,1,0,3
294,"Dec 05, 2020",35,0,1,1,3
295,"Dec 06, 2020",35,0,0,0,3
296,"Dec 07, 2020",35,0,0,0,3
297,"Dec 08, 2020",36,1,0,1,4
298,"Dec 09, 2020",36,0,1,0,4
299,"Dec 10, 2020",36,0,0,0,4
300,"Dec 11, 2020",36,0,0,1,4
301,"Dec 12, 2020",36,0,0,0,4
302,"Dec 13, 2020",36,0,0,0,4
303,"Dec 14, 2020",36,0,0,0,1
304,"Dec 15, 2020",36,0,0,0,1
305,"Dec 16, 2020",37,1,0,0,2
306,"Dec 17, 2020",37,0,1,0,2
307,"Dec 18, 2020",37,0,0,0,2
308,"Dec 19, 2020",37,0,0,1,2
309,"Dec 20, 2020",37,0,0,0,2
310,"Dec 21, 2020",37,0,0,0,2
311,"Dec 22, 2020",38,1,0,0,1
312,"Dec 23, 2020",38,0,1,0,1
313,"Dec 24, 2020",38,0,0,0,1
314,"Dec 25, 2020",38,0,0,1,1
315,"Dec 26, 2020",38,0,0,0,1
316,"Dec 27, 2020",38,0,0,0,1
317,"Dec 28, 2020",38,0,0,0,1
318,"Dec 29, 2020",38,0,0,0,1
319,"Dec 30, 2020",38,0,0,0,0
320,"Dec 31, 2020",38,0,0,0,0
321,"Jan 01, 2021",38,0,0,0,0
322,"Jan 02, 2021",38,0,0,0,0
323,"Jan 03, 2021",40,2,1,0,2
324,"Jan 04, 2021",40,0,0,1,2
325,"Jan 05, 2021",40,0,1,0,2
326,"Jan 06, 2021",40,0,0,0,2
327,"Jan 07, 2021",40,0,0,0,1
328,"Jan 08, 2021",40,0,0,1,0
329,"Jan 09, 2021",40,0,0,0,0
330,"Jan 10, 2021",40,0,0,0,0
331,"Jan 11, 2021",40,0,0,0,0
332,"Jan 12, 2021",40,0,0,0,0
333,"Jan 13, 2021",40,0,0,0,0
334,"Jan 14, 2021",40,0,0,0,0
335,"Jan 15, 2021",41,1,0,0,1
336,"Jan 16, 2021",44,3,2,1,4
337,"Jan 17, 2021",44,0,1,0,4
338,"Jan 18, 2021",44,0,1,1,1
339,"Jan 19, 2021",44,0,0,0,1
340,"Jan 20, 2021",44,0,0,1,1
341,"Jan 21, 2021",44,0,0,1,1
342,"Jan 22, 2021",44,0,0,0,1
343,"Jan 23, 2021",44,0,0,0,1
344,"Jan 24, 2021",44,0,0,0,1
345,"Jan 25, 2021",44,0,0,0,1
346,"Jan 26, 2021",44,0,0,0,1
347,"Jan 27, 2021",44,0,0,0,1
348,"Jan 28, 2021",44,0,0,0,1
349,"Jan 29, 2021",47,3,1,0,3
350,"Jan 30, 2021",47,0,1,1,0
351,"Jan 31, 2021",47,0,1,0,0
352,"Feb 01, 2021",47,0,0,1,0
353,"Feb 02, 2021",47,0,0,0,0
354,"Feb 03, 2021",47,0,0,1,0
355,"Feb 04, 2021",47,0,0,0,0
356,"Feb 05, 2021",47,0,0,0,0
357,"Feb 06, 2021",49,2,1,0,2
358,"Feb 07, 2021",49,0,0,1,2
359,"Feb 08, 2021",49,0,1,0,2
360,"Feb 09, 2021",50,1,0,0,2
361,"Feb 10, 2021",50,0,1,1,2
362,"Feb 11, 2021",50,0,0,0,2
363,"Feb 12, 2021",52,2,1,1,3
364,"Feb 13, 2021",52,0,0,0,3
365,"Feb 14, 2021",52,0,1,1,3
366,"Feb 15, 2021",52,0,0,0,3
367,"Feb 16, 2021",52,0,0,0,3
368,"Feb 17, 2021",52,0,0,1,2
369,"Feb 18, 2021",55,3,1,0,5
370,"Feb 19, 2021",55,0,1,1,5
371,"Feb 20, 2021",55,0,1,0,5
372,"Feb 21, 2021",55,0,0,1,5
373,"Feb 22, 2021",55,0,0,0,0
374,"Feb 23, 2021",55,0,0,1,0
375,"Feb 24, 2021",55,0,0,0,0
376,"Feb 25, 2021",57,2,1,0,2
377,"Feb 26, 2021",58,1,1,1,3
378,"Feb 27, 2021",58,0,1,0,3
379,"Feb 28, 2021",58,0,0,1,3
380,"Mar 01, 2021",58,0,0,0,3
381,"Mar 02, 2021",58,0,0,0,3
382,"Mar 03, 2021",58,0,0,1,0
383,"Mar 04, 2021",58,0,0,0,0
384,"Mar 05, 2021",58,0,0,0,0
385,"Mar 06, 2021",58,0,0,0,0
386,"Mar 07, 2021",67,9,3,1,9
387,"Mar 08, 2021",67,0,3,2,9
